OverallRating,OverallFrontCrashRating,FrontCrashDriversideRating,FrontCrashPassengersideRating,FrontCrashPicture,FrontCrashVideo,OverallSideCrashRating,SideCrashDriversideRating,SideCrashPassengersideRating,SideCrashPicture,SideCrashVideo,combinedSideBarrierAndPoleRating-Front,combinedSideBarrierAndPoleRating-Rear,sideBarrierRating-Overall,RolloverRating,RolloverRating2,RolloverPossibility,RolloverPossibility2,dynamicTipResult,SidePoleCrashRating,SidePolePicture,SidePoleVideo,NHTSAElectronicStabilityControl,NHTSAForwardCollisionWarning,NHTSALaneDepartureWarning,ModelYear,Make,Model,VehicleDescription,VehicleId,ComplaintsCount,RecallsCount,InvestigationCount,VehiclePicture
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,5,Not Rated,0.095,0.0,No Tip,Not Rated,,,Standard,Standard,Standard,2025,HONDA,CIVIC HATCHBACK TYPE R,2025 Honda CIVIC HATCHBACK TYPE R 5 HB FWD,20093,0.0,1.0,0.0,
5,4,5,4,,,5,5,5,,,5,5,5,5,Not Rated,0.095,0.0,No Tip,5,,,Standard,Standard,Standard,2025,HONDA,CIVIC SEDAN HYBRID,2025 Honda CIVIC SEDAN HYBRID 4 DR FWD,20062,0.0,0.0,0.0,
5,4,5,4,https://static.nhtsa.gov/crashTest/images/2025/v14439P084.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14439C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14472P143.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14472C014.wmv,5,5,5,4,Not Rated,0.155,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14443P074.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14443C013.wmv,Standard,Standard,Standard,2025,HONDA,CR-V,2025 Honda CR-V SUV FWD,20064,120.0,1.0,0.0,https://static.nhtsa.gov/images/vehicles/BTL_54918_cc0640_032_GE.png
5,4,5,4,,,5,5,5,,,5,5,5,5,Not Rated,0.095,0.0,No Tip,5,,,Standard,Standard,Standard,2025,HONDA,CIVIC SEDAN SI,2025 Honda CIVIC SEDAN SI 4 DR FWD,20092,0.0,0.0,0.0,
5,4,5,4,https://static.nhtsa.gov/crashTest/images/2025/v14439P084.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14439C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14472P143.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14472C014.wmv,5,5,5,4,Not Rated,0.155,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14443P074.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14443C013.wmv,Standard,Standard,Standard,2025,HONDA,CR-V,2025 Honda CR-V SUV AWD,20063,120.0,1.0,0.0,https://static.nhtsa.gov/images/vehicles/54857_cc0640_032_GC.png
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,HONDA,CR-V FCEV,2025 Honda CR-V FCEV SUV FWD,20149,0.0,1.0,0.0,
5,4,5,4,https://static.nhtsa.gov/crashTest/images/2025/v11574P085.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11574C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14488P105.jpg,,5,5,5,5,Not Rated,0.101,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14489P074.jpg,,Standard,Standard & Optional,Standard,2025,HYUNDAI,ELANTRA,2025 Hyundai Elantra 4 DR FWD,20573,4.0,0.0,0.0,https://static.nhtsa.gov/images/vehicles/53767_st0640_046.png
5,4,5,4,,,5,5,5,,,5,5,5,5,Not Rated,0.101,0.0,No Tip,5,,,Standard,Standard & Optional,Standard,2025,HYUNDAI,ELANTRA HYBRID,2025 Hyundai Elantra Hybrid 4 DR FWD,20575,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,5,Not Rated,0.101,0.0,No Tip,Not Rated,,,Standard,Standard,Standard,2025,HYUNDAI,ELANTRA N,2025 Hyundai Elantra N 4 DR FWD,20574,1.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,5,Not Rated,0.084,0.0,No Tip,Not Rated,,,Standard,Standard & Optional,Standard,2025,HYUNDAI,IONIQ 5,2025 Hyundai Ioniq 5 SUV RWD,20576,23.0,5.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,5,Not Rated,0.083,0.0,No Tip,Not Rated,,,Standard,Standard & Optional,Standard,2025,HYUNDAI,IONIQ 5,2025 Hyundai Ioniq 5 SUV AWD,20577,23.0,5.0,0.0,https://static.nhtsa.gov/images/vehicles/54980_cc0640_032_NET.png
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,HYUNDAI,IONIQ 5 N,2025 Hyundai Ioniq 5 N SUV AWD,20578,10.0,0.0,0.0,
5,4,4,5,https://static.nhtsa.gov/crashTest/images/2025/v15029P122.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15029C020.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15031P143.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15031C014.wmv,5,5,5,5,Not Rated,0.067,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v15032P110.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15032C014.wmv,Standard,Standard & Optional,Standard,2025,HYUNDAI,IONIQ 6,2025 Hyundai Ioniq 6 4 DR AWD,20580,3.0,1.0,0.0,https://static.nhtsa.gov/images/vehicles/53253_st0640_046.png
5,4,4,5,https://static.nhtsa.gov/crashTest/images/2025/v15029P122.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15029C020.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15031P143.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15031C014.wmv,5,5,5,5,Not Rated,0.067,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v15032P110.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15032C014.wmv,Standard,Standard & Optional,Standard,2025,HYUNDAI,IONIQ 6,2025 Hyundai Ioniq 6 4 DR RWD,20579,3.0,1.0,0.0,
4,4,4,4,https://static.nhtsa.gov/crashTest/images/2025/v14506P084.jpg,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14508P105.jpg,,5,5,5,4,Not Rated,0.151,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14507P075.jpg,,Standard,Standard & Optional,Standard,2025,HYUNDAI,KONA,2025 Hyundai Kona SUV FWD,20566,11.0,0.0,0.0,
4,4,4,4,https://static.nhtsa.gov/crashTest/images/2025/v14506P084.jpg,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14508P105.jpg,,5,5,5,4,Not Rated,0.159,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14507P075.jpg,,Standard,Standard & Optional,Standard,2025,HYUNDAI,KONA,2025 Hyundai Kona SUV AWD,20567,11.0,0.0,0.0,https://static.nhtsa.gov/images/vehicles/54217_st0640_046.png
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,HYUNDAI,KONA ELECTRIC,2025 Hyundai Kona Electric SUV RWD,20568,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,HYUNDAI,NEXO,2025 Hyundai Nexo SUV FWD,20591,0.0,0.0,0.0,
Not Rated,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v10993P086.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10993C019.mp4,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,4,Not Rated,0.143,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14481P074.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14481C013.wmv,Standard,Standard & Optional,Standard,2025,HYUNDAI,PALISADE,2025 Hyundai Palisade SUV AWD,20587,80.0,1.0,0.0,
Not Rated,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v10993P086.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10993C019.mp4,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,4,Not Rated,0.159,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14481P074.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14481C013.wmv,Standard,Standard & Optional,Standard,2025,HYUNDAI,PALISADE,2025 Hyundai Palisade SUV FWD,20586,80.0,1.0,0.0,https://static.nhtsa.gov/images/vehicles/52542_st0640_046.png
5,4,4,4,https://static.nhtsa.gov/crashTest/images/2025/v11594P082.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11594C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v11596P105.JPG,https://static.nhtsa.gov/crashTest/videos/2025/v11596C013.wmv,5,5,5,4,Not Rated,0.147,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v11595P073.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11595C013.wmv,Standard,Standard,Standard,2025,INFINITI,QX50,2025 Infiniti QX50 SUV AWD,20762,1.0,0.0,1.0,
5,4,4,4,https://static.nhtsa.gov/crashTest/images/2025/v11594P082.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11594C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v11596P105.JPG,https://static.nhtsa.gov/crashTest/videos/2025/v11596C013.wmv,5,5,5,4,Not Rated,0.147,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v11595P073.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11595C013.wmv,Standard,Standard,Standard,2025,INFINITI,QX50,2025 Infiniti QX50 SUV FWD,20761,1.0,0.0,1.0,
5,4,4,4,,,5,5,5,,,5,5,5,4,Not Rated,0.155,0.0,No Tip,5,,,Standard,Standard,Standard,2025,INFINITI,QX60,2025 Infiniti QX60 SUV AWD,20752,9.0,1.0,0.0,
Not Rated,4,4,4,https://static.nhtsa.gov/crashTest/images/2025/v11594P082.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11594C019.wmv,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,INFINITI,QX55,2025 Infiniti QX55 SUV AWD,20763,0.0,0.0,1.0,
5,4,4,4,,,5,5,5,,,5,5,5,4,Not Rated,0.169,0.0,No Tip,5,,,Standard,Standard,Standard,2025,INFINITI,QX60,2025 Infiniti QX60 SUV FWD,20751,9.0,1.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard & Optional,Standard & Optional,2025,INFINITI,QX80,2025 Infiniti QX80 SUV AWD,20770,3.0,2.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard & Optional,Standard & Optional,2025,INFINITI,QX80,2025 Infiniti QX80 SUV RWD,20769,3.0,2.0,0.0,
4,4,4,4,https://static.nhtsa.gov/crashTest/images/2025/v15045P084.jpg,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14063P104.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14063C011.wmv,5,5,5,3,Not Rated,0.204,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14064P074.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14064C013.wmv,Standard,Standard,Standard,2025,JEEP,COMPASS,2025 Jeep Compass SUV AWD,20160,5.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,JAGUAR,JAGUAR F-PACE,2025 Jaguar Jaguar F-PACE SUV AWD,20081,0.0,0.0,0.0,
Not Rated,4,4,4,https://static.nhtsa.gov/crashTest/images/2025/v15347P001.jpg,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,3,Not Rated,0.267,0.0,No Tip,Not Rated,,,Standard,Optional,Not Available,2025,JEEP,GLADIATOR,2025 Jeep Gladiator PU/CC 4WD,20161,1.0,0.0,0.0,
5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14242P087.JPG,https://static.nhtsa.gov/crashTest/videos/2025/v14242C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14284P105.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14284C013.wmv,5,5,5,4,Not Rated,0.179,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14277P074.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14277C014.wmv,Standard,Standard,Standard,2025,JEEP,GRAND CHEROKEE,2025 Jeep Grand Cherokee SUV 4WD,20165,16.0,1.0,0.0,
5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14242P087.JPG,https://static.nhtsa.gov/crashTest/videos/2025/v14242C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14284P105.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14284C013.wmv,5,5,5,4,Not Rated,0.191,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14277P074.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14277C014.wmv,Standard,Standard,Standard,2025,JEEP,GRAND CHEROKEE,2025 Jeep Grand Cherokee SUV RWD,20164,16.0,1.0,0.0,https://static.nhtsa.gov/images/vehicles/52312_st0640_046.png
5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14242P087.JPG,https://static.nhtsa.gov/crashTest/videos/2025/v14242C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14263P105.JPG,https://static.nhtsa.gov/crashTest/videos/2025/v14263C011.wmv,5,5,5,4,Not Rated,0.185,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14249P001.JPG,https://static.nhtsa.gov/crashTest/videos/2025/v14249C013.wmv,Standard,Standard,Standard,2025,JEEP,GRAND CHEROKEE L,2025 Jeep Grand Cherokee L SUV 4WD,20163,5.0,0.0,0.0,
5,5,4,5,https://static.nhtsa.gov/crashTest/images/2025/v14289P123.jpg,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14286P145.jpg,,5,5,5,4,Not Rated,0.14,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14285P115.jpg,,Standard,Standard,Standard,2025,JEEP,GRAND CHEROKEE 4XE,2025 Jeep Grand Cherokee 4xe SUV 4WD,20166,1.0,0.0,0.0,
5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14242P087.JPG,https://static.nhtsa.gov/crashTest/videos/2025/v14242C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14263P105.JPG,https://static.nhtsa.gov/crashTest/videos/2025/v14263C011.wmv,5,5,5,4,Not Rated,0.185,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14249P001.JPG,https://static.nhtsa.gov/crashTest/videos/2025/v14249C013.wmv,Standard,Standard,Standard,2025,JEEP,GRAND CHEROKEE L,2025 Jeep Grand Cherokee L SUV RWD,20162,5.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,JEEP,GRAND WAGONEER,2025 Jeep Grand Wagoneer SUV 4WD,20172,1.0,0.0,0.0,
4,5,5,4,https://static.nhtsa.gov/crashTest/images/2025/v14466P084.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14466C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14465P105.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14465C013.wmv,5,5,5,3,Not Rated,0.212,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14469P074.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14469C013.wmv,Standard,Standard,Standard,2025,JEEP,WAGONEER,2025 Jeep Wagoneer SUV 4WD,20168,3.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,JEEP,GRAND WAGONEER,2025 Jeep Grand Wagoneer SUV RWD,20171,1.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,JEEP,GRAND WAGONEER L,2025 Jeep Grand Wagoneer L SUV RWD,20173,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,JEEP,GRAND WAGONEER L,2025 Jeep Grand Wagoneer L SUV 4WD,20174,0.0,0.0,0.0,
4,5,5,4,https://static.nhtsa.gov/crashTest/images/2025/v14466P084.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14466C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14465P105.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14465C013.wmv,5,5,5,3,Not Rated,0.228,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14469P074.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14469C013.wmv,Standard,Standard,Standard,2025,JEEP,WAGONEER,2025 Jeep Wagoneer SUV RWD,20167,3.0,0.0,0.0,
4,5,5,4,,,5,5,5,,,5,5,5,3,Not Rated,0.228,0.0,No Tip,5,,,Standard,Standard,Standard,2025,JEEP,WAGONEER L,2025 Jeep Wagoneer L SUV RWD,20169,0.0,0.0,0.0,
4,5,5,4,,,5,5,5,,,5,5,5,3,Not Rated,0.212,0.0,No Tip,5,,,Standard,Standard,Standard,2025,JEEP,WAGONEER L,2025 Jeep Wagoneer L SUV 4WD,20170,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,JEEP,WAGONEER S,2025 Jeep Wagoneer S SUV AWD,20814,9.0,3.0,0.0,
Not Rated,4,5,4,https://static.nhtsa.gov/crashTest/images/2025/v15081P088.JPG,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,4,Not Rated,0.14,0.0,No Tip,Not Rated,,,Standard,Standard & Optional,Standard,2025,KIA,CARNIVAL,2025 Kia Carnival PV FWD,20739,109.0,0.0,0.0,https://static.nhtsa.gov/images/vehicles/55064_st0640_046.png
Not Rated,4,5,4,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,4,Not Rated,0.14,0.0,No Tip,Not Rated,,,Standard,Standard & Optional,Standard,2025,KIA,CARNIVAL HEV,2025 Kia Carnival HEV PV FWD,20740,29.0,0.0,0.0,
Not Rated,5,5,4,https://static.nhtsa.gov/crashTest/images/2025/v14264P121.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14264C019.wmv,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,5,Not Rated,0.082,0.0,No Tip,Not Rated,,,Standard,Standard & Optional,Standard,2025,KIA,EV6,2025 Kia EV6 SUV AWD,20736,0.0,0.0,0.0,
5,4,4,4,https://static.nhtsa.gov/crashTest/images/2025/v15261P001.jpg,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15179P001.jpg,,5,5,5,4,Not Rated,0.109,0.0,N,5,https://static.nhtsa.gov/crashTest/images/2025/v15260P114.jpg,,Standard,Standard,Standard,2025,KIA,EV9,2025 Kia EV9 SUV RWD,20737,5.0,1.0,0.0,
5,4,5,4,https://static.nhtsa.gov/crashTest/images/2025/v15319P001.jpg,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15320P001.jpg,,5,5,5,5,Not Rated,0.099,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v15321P001.jpg,,Standard,Standard & Optional,Standard,2025,KIA,K4,2025 Kia K4 4 DR FWD,20718,8.0,1.0,0.0,
Not Rated,5,5,4,https://static.nhtsa.gov/crashTest/images/2025/v14264P121.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14264C019.wmv,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,5,Not Rated,0.082,0.0,No Tip,Not Rated,,,Standard,Standard & Optional,Standard,2025,KIA,EV6,2025 Kia EV6 SUV RWD,20735,0.0,0.0,0.0,
5,4,4,4,https://static.nhtsa.gov/crashTest/images/2025/v15261P001.jpg,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15179P001.jpg,,5,5,5,4,Not Rated,0.107,0.0,N,5,https://static.nhtsa.gov/crashTest/images/2025/v15260P114.jpg,,Standard,Standard,Standard,2025,KIA,EV9,2025 Kia EV9 SUV AWD,20738,12.0,3.0,1.0,
5,4,5,4,https://static.nhtsa.gov/crashTest/images/2025/v11268P084.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11268C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v11267P105.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11267C013.wmv,5,5,5,4,Not Rated,0.107,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v11269P074.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11269C013.wmv,Standard,Standard,Standard,2025,KIA,K5,2025 Kia K5 4 DR AWD,20720,18.0,2.0,0.0,
5,4,5,4,https://static.nhtsa.gov/crashTest/images/2025/v11268P084.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11268C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v11267P105.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11267C013.wmv,5,5,5,4,Not Rated,0.107,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v11269P074.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11269C013.wmv,Standard,Standard,Standard,2025,KIA,K5,2025 Kia K5 4 DR FWD,20719,18.0,2.0,0.0,https://static.nhtsa.gov/images/vehicles/54888_cc0640_032_KLM.png
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,KIA,NIRO EV,2025 Kia Niro EV SUV FWD,20734,0.0,1.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,KIA,NIRO PLUG-IN HYBRID,2025 Kia Niro Plug-in Hybrid SUV FWD,20733,1.0,1.0,0.0,
4,4,4,4,https://static.nhtsa.gov/crashTest/images/2025/v14316P122.jpg,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15326P001.jpg,,5,5,5,4,Not Rated,0.118,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14364P112.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14364C014.wmv,Standard,Standard & Optional,Standard,2025,KIA,NIRO,2025 Kia Niro SUV FWD,20732,3.0,1.0,0.0,https://static.nhtsa.gov/images/vehicles/51925_st0640_046.png
5,5,5,4,https://static.nhtsa.gov/crashTest/images/2025/v15046P001.JPG,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15051P105.JPG,,5,5,5,4,Not Rated,0.151,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v15048P001.JPG,,Standard,Standard & Optional,Standard,2025,KIA,SELTOS,2025 Kia Seltos SUV AWD,20716,7.0,0.0,0.0,https://static.nhtsa.gov/images/vehicles/55136_cc0640_032_KLG.png
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,LAND ROVER,LAND ROVER DEFENDER 110,2025 Land Rover Land Rover Defender 110 SUV 4WD,20075,1.0,1.0,0.0,
5,5,5,4,https://static.nhtsa.gov/crashTest/images/2025/v15046P001.JPG,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15051P105.JPG,,5,5,5,4,Not Rated,0.169,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v15048P001.JPG,,Standard,Standard & Optional,Standard,2025,KIA,SELTOS,2025 Kia Seltos SUV FWD,20715,7.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,LAND ROVER,LAND ROVER DEFENDER 90,2025 Land Rover Land Rover Defender 90 SUV 4WD,20074,1.0,1.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,LAND ROVER,LAND ROVER DEFENDER 130,2025 Land Rover Land Rover Defender 130 SUV 4WD,20076,1.0,1.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,LAND ROVER,LAND ROVER DISCOVERY,2025 Land Rover Land Rover Discovery SUV 4WD,20073,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,LAND ROVER,LAND ROVER DISCOVERY SPORT,2025 Land Rover Land Rover Discovery Sport SUV 4WD,20072,5.0,0.0,0.0,
